Transaction_ID,Customer_ID,Amount,Date,Payment_Method,Status
T105884,C5555,1049.58,06:12.8,Debit Card,Completed
T105885,C4284,2241.15,06:12.8,Credit Card,Completed
T105886,C3174,9903.15,06:12.8,Debit Card,Completed
T105887,C4485,2761.17,06:12.8,Credit Card,Completed
T105888,C2523,12366.35,06:12.8,UPI,Completed
T105889,C3602,3445.16,06:12.8,Credit Card,Completed
T105890,C3658,2544.44,06:12.8,Net Banking,Completed
T105891,C3160,6939.26,06:12.8,Wallet,Completed
T105892,C3450,379.95,06:12.8,Debit Card,Completed
T105893,C4831,468.69,06:12.8,Credit Card,Completed
T105894,C1122,5277.39,06:12.8,Debit Card,Completed
T105895,C5369,3336.82,06:12.8,Wallet,Completed
T105896,C2318,7813.14,06:12.8,UPI,Completed
T105897,C5494,12400.84,06:12.8,Wallet,Completed
T105898,C3519,2458.11,06:12.8,UPI,Completed
T105899,C2231,4536.78,06:12.8,Debit Card,Completed
T105900,C2134,3472.71,06:12.8,UPI,Completed
T105901,C2302,19979.92,06:12.8,UPI,Completed
T105902,C5035,8891.78,06:12.8,UPI,Completed
T105903,C2911,12137.21,06:12.8,UPI,Completed
T105904,C2506,1467.43,06:12.8,UPI,Completed
T105905,C4186,7403.61,06:12.8,Credit Card,Completed
T105906,C2917,1542.64,06:12.8,UPI,Completed
T105907,C5916,1170.66,06:12.8,UPI,Completed
T105908,C4549,14435.84,06:12.8,Wallet,Completed
T105909,C3758,97.47,06:12.8,Wallet,Completed
T105910,C2957,16817.88,06:12.8,Wallet,Completed
T105911,C1179,808.25,06:12.8,UPI,Completed
T105912,C1897,8558.41,06:12.8,Wallet,Completed
T105913,C2552,1614.28,06:12.8,Credit Card,Completed
T105914,C1492,2159.32,06:12.8,Debit Card,Completed
T105915,C1061,1221.57,06:12.8,Wallet,Completed
T105916,C2078,4403.58,06:12.8,Wallet,Completed
T105917,C3896,2139.29,06:12.8,Credit Card,Completed
T105918,C5161,5355.86,06:12.8,Net Banking,Completed
T105919,C4684,78.86,06:12.8,Net Banking,Completed
T105920,C1586,332.7,06:12.8,Credit Card,Completed
T105921,C4961,524.92,06:12.8,Wallet,Completed
T105922,C4771,2714.97,06:12.8,Debit Card,Completed
T105923,C1535,8431.49,06:12.8,Wallet,Completed
T105924,C4463,10954.23,06:12.8,Credit Card,Completed
T105925,C5012,1403.93,06:12.8,Credit Card,Completed
T105926,C4399,4270.92,06:12.8,UPI,Completed
T105927,C3156,7312.96,06:12.8,Credit Card,Completed
T105928,C2005,1704.21,06:12.8,UPI,Completed
T105929,C3500,2629.76,06:12.8,Credit Card,Suspicious
T105930,C1327,3711.42,06:12.8,UPI,Completed
T105931,C5704,724.41,06:12.8,UPI,Completed
T105932,C3707,131.63,06:12.8,Wallet,Completed
T105933,C1002,829.13,06:12.8,UPI,Completed
T105934,C2034,4928.92,06:12.8,Net Banking,Completed
T105935,C3482,382.34,06:12.8,Credit Card,Completed
T105936,C1125,1051.73,06:12.8,Debit Card,Completed
T105937,C2105,2061.35,06:12.8,Credit Card,Completed
T105938,C3700,405.35,06:12.8,Wallet,Completed
T105939,C2862,1064.11,06:12.8,Wallet,Completed
T105940,C3921,12110.77,06:12.8,UPI,Completed
T105941,C1129,97.44,06:12.8,Wallet,Completed
T105942,C1438,5298.38,06:12.8,Wallet,Suspicious
T105943,C5847,2425.86,06:12.8,Credit Card,Completed
T105944,C3549,5583.61,06:12.8,Net Banking,Completed
T105945,C4130,4442.06,06:12.8,Net Banking,Completed
T105946,C2222,1264.79,06:12.8,UPI,Completed
T105947,C1902,9393.44,06:12.8,Wallet,Completed
T105948,C4169,3385.78,06:12.8,Wallet,Completed
T105949,C5487,8644.94,06:12.8,Net Banking,Completed
T105950,C4919,2604.49,06:12.8,UPI,Completed
T105951,C2068,20894.79,06:12.8,Wallet,Suspicious
T105952,C1027,7359.03,06:12.8,UPI,Completed
T105953,C1548,16899.66,06:12.8,Credit Card,Completed
T105954,C3669,3611.09,06:12.8,Wallet,Suspicious
T105955,C1567,3209.34,06:12.8,Wallet,Completed
T105956,C1704,7041.76,06:12.8,Wallet,Completed
T105957,C5281,10613.47,06:12.8,Net Banking,Suspicious
T105958,C4141,16641.47,06:12.8,Net Banking,Completed
T105959,C2591,1961.89,06:12.8,Wallet,Completed
T105960,C5944,8014.91,06:12.8,Wallet,Completed
T105961,C5695,1182.7,06:12.8,Credit Card,Completed
T105962,C1806,3943.6,06:12.8,Credit Card,Completed
T105963,C4792,991.33,06:12.8,UPI,Completed
T105964,C2358,2133.93,06:12.8,UPI,Completed
T105965,C4226,13394.28,06:12.8,Net Banking,Completed
T105966,C4619,789.65,06:12.8,Debit Card,Completed
T105967,C3127,5003.81,06:12.8,Credit Card,Completed
T105968,C3461,4494.15,06:12.8,UPI,Completed
T105969,C1546,643.36,06:12.8,Credit Card,Completed
T105970,C3729,1972.47,06:12.8,Credit Card,Completed
T105971,C4735,4138.9,06:12.8,Debit Card,Completed
T105972,C3563,1036.22,06:12.8,Credit Card,Completed
T105973,C3080,8062.81,06:12.8,Debit Card,Completed
T105974,C3642,17905.78,06:12.8,Debit Card,Completed
T105975,C4115,1208.83,06:12.8,Credit Card,Completed
T105976,C2927,1034.58,06:12.8,Credit Card,Completed
T105977,C1617,3034.25,06:12.8,UPI,Completed
T105978,C4645,6886.98,06:12.8,Credit Card,Completed
T105979,C2204,1653.65,06:12.8,Credit Card,Completed
T105980,C2760,100.4,06:12.8,Credit Card,Completed
T105981,C3566,3895.93,06:12.8,UPI,Suspicious
T105982,C4175,15686.54,06:12.8,Debit Card,Completed
T105983,C4082,2481.96,06:12.8,UPI,Completed
T105984,C3631,2724.8,06:12.8,Credit Card,Completed
T105985,C4162,17353.01,06:12.8,Wallet,Completed
T105986,C5322,5930.79,06:12.8,Credit Card,Completed
T105987,C1670,6350.06,06:12.8,UPI,Completed
T105988,C4169,4135.7,06:12.8,UPI,Completed
T105989,C3122,18366.84,06:12.8,Net Banking,Suspicious
T105990,C5079,5837.67,06:12.8,Wallet,Suspicious
T105991,C5152,11270.53,06:12.8,UPI,Completed
T105992,C1720,6009.52,06:12.8,Debit Card,Completed
T105993,C3601,6642.31,06:12.8,Credit Card,Completed
T105994,C4599,1715.35,06:12.8,Debit Card,Completed
T105995,C5670,1808.28,06:12.8,UPI,Completed
T105996,C1667,7638.94,06:12.8,UPI,Completed
T105997,C1284,1759.9,06:12.8,Debit Card,Completed
T105998,C4904,4136.48,06:12.8,Debit Card,Completed
T105999,C4566,1434.09,06:12.8,Net Banking,Completed
T106000,C3235,8490.89,06:12.8,Credit Card,Completed
T106001,C5594,585.49,06:12.8,Debit Card,Completed
T106002,C2466,8843.54,06:12.8,Credit Card,Completed
T106003,C1130,4615.69,06:12.8,Wallet,Completed
T106004,C5735,1034.56,06:12.8,UPI,Completed
T106005,C3061,3904.82,06:12.8,Debit Card,Completed
T106006,C4673,1659.9,06:12.8,Wallet,Completed
T106007,C3495,1953.87,06:12.8,UPI,Completed
T106008,C1993,2165.68,06:12.8,Net Banking,Completed
T106009,C3122,327.06,06:12.8,UPI,Completed
T106010,C3585,21329.82,06:12.8,Debit Card,Suspicious
T106011,C5197,160.21,06:12.8,Wallet,Completed
T106012,C3224,5430.9,06:12.8,Wallet,Completed
T106013,C5523,2319.93,06:12.8,Wallet,Completed
T106014,C4189,5192.44,06:12.8,UPI,Completed
T106015,C4238,2202.21,06:12.8,Credit Card,Completed
T106016,C5137,5600.47,06:12.8,Credit Card,Suspicious
T106017,C5525,6532.53,06:12.8,UPI,Completed
T106018,C1344,5864.84,06:12.8,Debit Card,Completed
T106019,C5462,604.98,06:12.8,UPI,Completed
T106020,C5705,5348.57,06:12.8,Credit Card,Completed
T106021,C5824,1642.43,06:12.8,UPI,Completed
T106022,C3277,146.12,06:12.8,Wallet,Completed
T106023,C5921,2679.27,06:12.8,Debit Card,Completed
T106024,C4202,2841.77,06:12.8,Debit Card,Completed
T106025,C1889,3147.8,06:12.8,Net Banking,Completed
T106026,C3044,6100.92,06:12.8,UPI,Completed
T106027,C2342,1846.95,06:12.8,Wallet,Completed
T106028,C4721,1893.73,06:12.8,UPI,Completed
T106029,C3884,312.32,06:12.8,Net Banking,Completed
T106030,C5213,5804.91,06:12.8,Net Banking,Completed
T106031,C3416,4194.64,06:12.8,UPI,Completed
T106032,C2118,2149.49,06:12.8,UPI,Completed
T106033,C5264,6107.1,06:12.8,UPI,Completed
T106034,C4002,3854.01,06:12.8,Credit Card,Completed
T106035,C2739,3167.27,06:12.8,Net Banking,Completed
T106036,C2365,3580.28,06:12.8,Debit Card,Completed
T106037,C3709,5057.79,06:12.8,Credit Card,Completed
T106038,C5791,5394.09,06:12.8,Wallet,Completed
T106039,C1925,1705.12,06:12.8,Debit Card,Completed
T106040,C1152,758.44,06:12.8,Debit Card,Completed
T106041,C1586,851.77,06:12.8,Debit Card,Suspicious
T106042,C1913,5099.8,06:12.8,Net Banking,Completed
T106043,C3322,10312.85,06:12.8,Wallet,Completed
T106044,C1496,2633.9,06:12.8,Credit Card,Completed
T106045,C4796,928.76,06:12.8,Wallet,Completed
T106046,C3149,7065.3,06:12.8,Credit Card,Completed
T106047,C1557,8933.55,06:12.8,Net Banking,Completed
T106048,C2553,10625.65,06:12.8,Wallet,Completed
T106049,C3121,4667.58,06:12.8,Debit Card,Completed
T106050,C4086,9856.65,06:12.8,Wallet,Completed
T106051,C4505,77.68,06:12.8,Net Banking,Completed
T106052,C1157,567.16,06:12.8,Net Banking,Completed
T106053,C1735,485.73,06:12.8,Net Banking,Completed
T106054,C5655,6234.48,06:12.8,Credit Card,Completed
T106055,C4277,360.61,06:12.8,Wallet,Completed
T106056,C1155,3429.51,06:12.8,Debit Card,Suspicious
T106057,C1997,3199.99,06:12.8,Debit Card,Completed
T106058,C3295,1860.42,06:12.8,UPI,Completed
T106059,C5627,10216.71,06:12.8,Net Banking,Completed
T106060,C3906,934.26,06:12.8,Debit Card,Completed
T106061,C5825,2172.9,06:12.8,Net Banking,Completed
T106062,C2178,7439.9,06:12.8,Debit Card,Completed
T106063,C1154,154.47,06:12.8,Wallet,Completed
T106064,C5188,5588.22,06:12.8,UPI,Completed
T106065,C2717,8474.92,06:12.8,Net Banking,Completed
T106066,C4203,13460.97,06:12.8,Credit Card,Completed
T106067,C3858,10449.34,06:12.8,Credit Card,Completed
T106068,C1787,1923.79,06:12.8,Debit Card,Completed
T106069,C5369,4413.85,06:12.8,Wallet,Completed
T106070,C5273,402.22,06:12.8,Net Banking,Completed
T106071,C4768,1491.15,06:12.8,UPI,Completed
T106072,C3879,494.81,06:12.8,Wallet,Completed
T106073,C1643,1893.05,06:12.8,Debit Card,Completed
T106074,C5663,10404.7,06:12.8,Wallet,Completed
T106075,C1666,2132.17,06:12.8,UPI,Completed
T106076,C4427,4126.52,06:12.8,Wallet,Suspicious
T106077,C4784,2840.34,06:12.8,Net Banking,Completed
T106078,C4702,3070.91,06:12.8,Debit Card,Completed
T106079,C2070,17461.97,06:12.8,UPI,Completed
T106080,C3350,1755.98,06:12.8,Debit Card,Completed
T106081,C5504,4935.24,06:12.8,Net Banking,Completed
T106082,C2213,2724.18,06:12.8,UPI,Completed
T106083,C2153,315.48,06:12.8,UPI,Completed
T106084,C3512,3360.17,06:12.8,Debit Card,Completed
T106085,C1144,8392.42,06:12.8,Wallet,Completed
T106086,C3490,519.88,06:12.8,Wallet,Completed
T106087,C4229,360.66,06:12.8,Credit Card,Completed
T106088,C5583,834,06:12.8,Credit Card,Completed
T106089,C5956,7228.1,06:12.8,UPI,Completed
T106090,C4206,6436.69,06:12.8,Debit Card,Completed
T106091,C5244,4162.25,06:12.8,UPI,Completed
T106092,C4143,3157.69,06:12.8,Debit Card,Completed
T106093,C4305,10960.85,06:12.8,Net Banking,Completed
T106094,C2358,7277.1,06:12.8,Credit Card,Completed
T106095,C3714,8355.03,06:12.8,UPI,Completed
T106096,C5186,8390.25,06:12.8,Net Banking,Completed
T106097,C2358,5146.14,06:12.8,Wallet,Completed
T106098,C5295,3062.58,06:12.8,Credit Card,Completed
T106099,C5634,10000.48,06:12.8,Debit Card,Suspicious
T106100,C4193,13018.95,06:12.8,Wallet,Completed
T106101,C1301,120.47,06:12.8,Wallet,Suspicious
T106102,C1724,264.66,06:12.8,Net Banking,Completed
T106103,C4011,15939.71,06:12.8,UPI,Completed
T106104,C1068,1622.84,06:12.8,UPI,Completed
T106105,C4837,10332.41,06:12.8,Net Banking,Completed
T106106,C4994,2461.62,06:12.8,Wallet,Completed
T106107,C3507,634.06,06:12.8,Credit Card,Completed
T106108,C2538,419.32,06:12.8,Wallet,Completed
T106109,C1398,851.02,06:12.8,Net Banking,Completed
T106110,C5716,1437.7,06:12.8,Wallet,Completed
T106111,C4358,3352.22,06:12.8,Wallet,Completed
T106112,C2164,6044.89,06:12.8,Wallet,Completed
T106113,C5826,21487.9,06:12.8,Wallet,Suspicious
T106114,C1556,2912.56,06:12.8,Credit Card,Suspicious
T106115,C4662,3650.97,06:12.8,Debit Card,Completed
T106116,C2752,3688.8,06:12.8,Debit Card,Completed
T106117,C3942,3876.5,06:12.8,UPI,Completed
T106118,C3658,3646.37,06:12.8,Debit Card,Completed
T106119,C3796,44.07,06:12.8,Debit Card,Completed
T106120,C3330,8.63,06:12.8,Debit Card,Completed
T106121,C2960,513.85,06:12.8,Wallet,Completed
T106122,C2602,535.46,06:12.8,Wallet,Completed
T106123,C3794,6102.15,06:12.8,Credit Card,Completed
T106124,C2481,1146.54,06:12.8,Wallet,Completed
T106125,C2103,11255.38,06:12.8,Wallet,Completed
T106126,C4277,13197.73,06:12.8,Debit Card,Completed
T106127,C2300,18626.34,06:12.8,Credit Card,Completed
T106128,C5995,13991.08,06:12.8,Credit Card,Completed
T106129,C4880,1586.5,06:12.8,Debit Card,Completed
T106130,C2536,3564.47,06:12.8,Debit Card,Completed
T106131,C1078,964.62,06:12.8,Credit Card,Completed
T106132,C3832,8204.89,06:12.8,Net Banking,Completed
T106133,C4411,10965.59,06:12.8,Debit Card,Completed
T106134,C3722,9528.75,06:12.8,Debit Card,Completed
T106135,C4628,2840.22,06:12.8,Credit Card,Completed
T106136,C2533,7108.03,06:12.8,Net Banking,Completed
T106137,C1238,513.37,06:12.8,Net Banking,Completed
T106138,C2997,205.38,06:12.8,UPI,Completed
T106139,C4428,6996.62,06:12.8,Net Banking,Completed
T106140,C1278,2770.02,06:12.8,Debit Card,Completed
T106141,C4090,27073.43,06:12.8,Wallet,Completed
T106142,C1524,511.57,06:12.8,Credit Card,Completed
T106143,C5276,9676.8,06:12.8,Debit Card,Completed
T106144,C5219,3269.47,06:12.8,Credit Card,Completed
T106145,C4123,8776.66,06:12.8,Net Banking,Suspicious
T106146,C5576,8494.82,06:12.8,Credit Card,Completed
T106147,C2798,12384.22,06:12.8,Debit Card,Completed
T106148,C3132,1768.04,06:12.8,Wallet,Completed
T106149,C1816,14958.64,06:12.8,Debit Card,Completed
T106150,C3695,822.41,06:12.8,UPI,Completed
T106151,C1443,427.62,06:12.8,Credit Card,Completed
T106152,C4141,2824.79,06:12.8,Debit Card,Suspicious
T106153,C1143,8810.7,06:12.8,Net Banking,Completed
T106154,C5288,3206.77,06:12.8,Net Banking,Completed
T106155,C2411,8838.85,06:12.8,Debit Card,Completed
T106156,C5474,6540.87,06:12.8,UPI,Completed
T106157,C1535,1175,06:12.8,Credit Card,Completed
T106158,C2717,14868.06,06:12.8,UPI,Completed
T106159,C4365,313.53,06:12.8,Wallet,Completed
T106160,C2033,11427.64,06:12.8,Debit Card,Completed
T106161,C4343,1815.21,06:12.8,UPI,Completed
T106162,C2411,3467.22,06:12.8,Wallet,Completed
T106163,C5501,2743.95,06:12.8,UPI,Completed
T106164,C2173,942.71,06:12.8,Wallet,Completed
T106165,C1889,2216.98,06:12.8,Net Banking,Completed
T106166,C4339,1071.75,06:12.8,Net Banking,Completed
T106167,C5518,1140.07,06:12.8,Debit Card,Completed
T106168,C2642,1035.47,06:12.8,UPI,Completed
T106169,C1472,3357.1,06:12.8,Net Banking,Completed
T106170,C3941,7995.74,06:12.8,Credit Card,Completed
T106171,C1547,4207.89,06:12.8,Net Banking,Completed
T106172,C5727,11184.3,06:12.8,Net Banking,Completed
T106173,C4598,5060.49,06:12.8,UPI,Completed
T106174,C3826,5845.28,06:12.8,Wallet,Completed
T106175,C4724,5507.19,06:12.8,Credit Card,Completed
T106176,C1364,2984.27,06:12.8,Credit Card,Completed
T106177,C3167,5845.26,06:12.8,Wallet,Completed
T106178,C4310,361.28,06:12.8,UPI,Completed
T106179,C1546,9825.26,06:12.8,Net Banking,Completed
T106180,C4241,7521.16,06:12.8,Wallet,Completed
T106181,C5730,1406.71,06:12.8,Credit Card,Completed
T106182,C2937,7305.79,06:12.8,Credit Card,Completed
T106183,C1963,63.62,06:12.8,Net Banking,Completed
T106184,C4006,1224.69,06:12.8,Net Banking,Completed
T106185,C4807,336.78,06:12.8,Debit Card,Suspicious
T106186,C1883,7575.8,06:12.8,Wallet,Completed
T106187,C4841,7050.36,06:12.8,Net Banking,Completed
T106188,C1871,8400.27,06:12.8,Debit Card,Completed
T106189,C5612,22.46,06:12.8,UPI,Completed
T106190,C3986,3478.08,06:12.8,Credit Card,Completed
T106191,C1866,6101.12,06:12.8,Wallet,Completed
T106192,C5310,844.47,06:12.8,UPI,Completed
T106193,C4204,5246.12,06:12.8,Wallet,Completed
T106194,C3898,439.3,06:12.8,Wallet,Completed
T106195,C3245,1000.35,06:12.8,Net Banking,Completed
T106196,C1019,3229.38,06:12.8,Debit Card,Completed
T106197,C1642,5300.3,06:12.8,Wallet,Completed
T106198,C4084,788.35,06:12.8,UPI,Completed
T106199,C1330,1024.21,06:12.8,Wallet,Completed
T106200,C1866,1143.59,06:12.8,Debit Card,Completed
T106201,C1774,1363.64,06:12.8,Credit Card,Completed
T106202,C5488,1284.5,06:12.8,Wallet,Completed
T106203,C5733,2513.87,06:12.8,UPI,Completed
T106204,C3355,5303.54,06:12.8,Credit Card,Completed
T106205,C4339,2881.55,06:12.8,Credit Card,Completed
T106206,C4519,7479.96,06:12.8,Net Banking,Completed
T106207,C3943,6351.78,06:12.8,Net Banking,Completed
T106208,C3568,676.39,06:12.8,Wallet,Completed
T106209,C2675,250.37,06:12.8,UPI,Completed
T106210,C3684,10516.28,06:12.8,Net Banking,Completed
T106211,C4381,415.99,06:12.8,Debit Card,Completed
T106212,C1740,802.83,06:12.8,Debit Card,Completed
T106213,C2546,111.91,06:12.8,Credit Card,Completed
T106214,C5565,4948.83,06:12.8,Credit Card,Completed
T106215,C3260,4365.8,06:12.8,Credit Card,Completed
T106216,C2136,21677.11,06:12.8,Debit Card,Suspicious
T106217,C1874,10898.85,06:12.8,Net Banking,Completed
T106218,C5556,2645.31,06:12.8,Net Banking,Completed
T106219,C3301,2322.78,06:12.8,Wallet,Completed
T106220,C1752,1760.94,06:12.8,UPI,Completed
T106221,C1854,826.77,06:12.8,Debit Card,Completed
T106222,C4733,742.99,06:12.8,Credit Card,Suspicious
T106223,C3284,709.45,06:12.8,UPI,Completed
T106224,C2330,605.84,06:12.8,Credit Card,Completed
T106225,C1478,1375.55,06:12.8,UPI,Completed
T106226,C3727,1831.24,06:12.8,UPI,Completed
T106227,C4092,16295.75,06:12.8,Net Banking,Completed
T106228,C5231,4319.36,06:12.8,Wallet,Completed
T106229,C5506,21948.59,06:12.8,Wallet,Suspicious
T106230,C2270,2329.79,06:12.8,Credit Card,Completed
T106231,C5182,3059,06:12.8,Debit Card,Completed
T106232,C3604,1962.09,06:12.8,Wallet,Completed
T106233,C2470,1009.89,06:12.8,Debit Card,Completed
T106234,C1378,772.55,06:12.8,Credit Card,Completed
T106235,C2681,14509.32,06:12.8,Debit Card,Completed
T106236,C1242,21641.74,06:12.8,UPI,Completed
T106237,C1920,229.75,06:12.8,UPI,Completed
T106238,C1070,814.63,06:12.8,Credit Card,Completed
T106239,C4925,2754.11,06:12.8,Debit Card,Completed
T106240,C3087,1031.02,06:12.8,Debit Card,Completed
T106241,C3008,2261.84,06:12.8,Credit Card,Completed
T106242,C1801,691.12,06:12.8,Wallet,Completed
T106243,C3780,3048.74,06:12.8,Net Banking,Completed
T106244,C5921,1585.17,06:12.8,Wallet,Completed
T106245,C1756,2168.59,06:12.8,Net Banking,Completed
T106246,C2996,495.31,06:12.8,Debit Card,Suspicious
T106247,C2322,2794.2,06:12.8,Net Banking,Completed
T106248,C3331,20449.06,06:12.8,Net Banking,Suspicious
T106249,C1110,1993.69,06:12.8,Debit Card,Completed
T106250,C2017,10454.71,06:12.8,UPI,Completed
T106251,C4866,9263.89,06:12.8,Net Banking,Completed
T106252,C1025,15188.86,06:12.8,Credit Card,Completed
T106253,C5939,7805.85,06:12.8,Wallet,Completed
T106254,C3839,5388.12,06:12.8,Debit Card,Completed
T106255,C1738,9710.04,06:12.8,Debit Card,Completed
T106256,C1180,393.29,06:12.8,Net Banking,Completed
T106257,C1232,3107.21,06:12.8,UPI,Completed
T106258,C2918,22667.15,06:12.8,UPI,Suspicious
T106259,C1343,7339.7,06:12.8,Wallet,Completed
T106260,C5573,16360.77,06:12.8,Wallet,Completed
T106261,C3624,7562.34,06:12.8,UPI,Completed
T106262,C1455,10392.49,06:12.8,UPI,Completed
T106263,C5385,6129.89,06:12.8,UPI,Completed
T106264,C5626,7146.05,06:12.8,Net Banking,Completed
T106265,C3277,3703.06,06:12.8,Credit Card,Completed
T106266,C1596,12900.77,06:12.8,Wallet,Completed
T106267,C4875,8715.96,06:12.8,Debit Card,Completed
T106268,C5531,9285.81,06:12.8,UPI,Completed
T106269,C5978,5589.11,06:12.8,UPI,Completed
T106270,C5498,1816.2,06:12.8,Credit Card,Completed
T106271,C3670,181.4,06:12.8,UPI,Completed
T106272,C3136,13717.49,06:12.8,Wallet,Completed
T106273,C4965,4410.9,06:12.8,UPI,Completed
T106274,C2566,1770.13,06:12.8,Credit Card,Completed
T106275,C1309,807.51,06:12.8,Net Banking,Suspicious
T106276,C1343,8845.78,06:12.8,Wallet,Completed
T106277,C1436,9055.33,06:12.8,Net Banking,Completed
T106278,C1177,8423.72,06:12.8,Debit Card,Suspicious
T106279,C1139,5179.35,06:12.8,Credit Card,Completed
T106280,C1194,2278.65,06:12.8,Debit Card,Completed
T106281,C4258,1812.53,06:12.8,Debit Card,Completed
T106282,C4236,42.96,06:12.8,Debit Card,Completed
T106283,C1943,8967.03,06:12.8,Debit Card,Completed
T106284,C5621,457.47,06:12.8,Credit Card,Suspicious
T106285,C4880,4981.47,06:12.8,Net Banking,Completed
T106286,C4114,3506.65,06:12.8,UPI,Completed
T106287,C3963,3740.02,06:12.8,Debit Card,Completed
T106288,C5837,13066.85,06:12.8,UPI,Completed
T106289,C5958,160.63,06:12.8,UPI,Completed
T106290,C1954,7422.67,06:12.8,Debit Card,Completed
T106291,C2303,267.28,06:12.8,Wallet,Completed
T106292,C4382,194.5,06:12.8,UPI,Completed
T106293,C3881,2809,06:12.8,Wallet,Completed
T106294,C3188,325.76,06:12.8,Net Banking,Completed
T106295,C5888,7782.9,06:12.8,UPI,Completed
T106296,C1546,3770.47,06:12.8,Credit Card,Completed
T106297,C2928,147.34,06:12.8,Net Banking,Completed
T106298,C5153,206.72,06:12.8,Net Banking,Completed
T106299,C1005,4742.37,06:12.8,Wallet,Completed
T106300,C4482,8202.37,06:12.8,Debit Card,Completed
T106301,C4254,2879.48,06:12.8,Credit Card,Completed
T106302,C2363,4043.7,06:12.8,Credit Card,Completed
T106303,C2821,8042.93,06:12.8,Wallet,Completed
T106304,C3664,4714.54,06:12.8,Wallet,Completed
T106305,C3939,1272.91,06:12.8,Net Banking,Completed
T106306,C2274,4747.33,06:12.8,Wallet,Completed
T106307,C4327,4948.06,06:12.8,Debit Card,Completed
T106308,C4660,6623.31,06:12.8,Net Banking,Completed
T106309,C3946,4849.44,06:12.8,Net Banking,Completed
T106310,C4019,17408.05,06:12.8,Net Banking,Completed
T106311,C2132,1098.8,06:12.8,Credit Card,Completed
T106312,C5764,15088.94,06:12.8,Credit Card,Completed
T106313,C3637,3864.63,06:12.8,Net Banking,Completed
T106314,C4030,5573.04,06:12.8,Debit Card,Completed
T106315,C4020,523.81,06:12.8,UPI,Completed
T106316,C5378,2394.83,06:12.8,Net Banking,Completed
T106317,C4160,7334.9,06:12.8,Wallet,Completed
T106318,C1254,6136.4,06:12.8,UPI,Completed
T106319,C1329,204.84,06:12.8,Credit Card,Completed
T106320,C3592,3954.84,06:12.8,Credit Card,Completed
T106321,C3831,462.1,06:12.8,UPI,Completed
T106322,C4045,27430.99,06:12.8,Wallet,Completed
T106323,C2421,11379.55,06:12.8,Credit Card,Suspicious
T106324,C4402,106.53,06:12.8,Credit Card,Completed
T106325,C3893,9782.57,06:12.8,Net Banking,Completed
T106326,C1655,12593.12,06:12.8,Debit Card,Completed
T106327,C1760,2181.28,06:12.8,Wallet,Completed
T106328,C2799,6355.94,06:12.8,Net Banking,Completed
T106329,C3972,2917.91,06:12.8,Debit Card,Completed
T106330,C5512,5324.42,06:12.8,Credit Card,Completed
T106331,C4427,2079.98,06:12.8,Debit Card,Completed
T106332,C1255,1947.17,06:12.8,Credit Card,Completed
T106333,C4824,2762.01,06:12.8,Net Banking,Completed
T106334,C2877,786.59,06:12.8,Credit Card,Completed
T106335,C3758,8893.4,06:12.8,Debit Card,Completed
T106336,C3625,2143.91,06:12.8,Net Banking,Completed
T106337,C5996,2555.37,06:12.8,Debit Card,Completed
T106338,C5122,11224.16,06:12.8,Debit Card,Completed
T106339,C4005,3432.09,06:12.8,UPI,Completed
T106340,C5517,3929.1,06:12.8,Credit Card,Completed
T106341,C4735,15674.76,06:12.8,Credit Card,Completed
T106342,C2245,10889.74,06:12.8,Debit Card,Completed
T106343,C2009,928.44,06:12.8,Credit Card,Completed
T106344,C5315,3204.81,06:12.8,Wallet,Completed
T106345,C2511,17753.63,06:12.8,Credit Card,Completed
T106346,C2960,2328.99,06:12.8,Net Banking,Completed
T106347,C3509,2322.68,06:12.8,Credit Card,Completed
T106348,C5759,1084.75,06:12.8,Wallet,Completed
T106349,C3683,607.02,06:12.8,Debit Card,Completed
T106350,C1990,6741.23,06:12.8,Credit Card,Completed
T106351,C5285,7349.04,06:12.8,Net Banking,Completed
T106352,C1255,17370.93,06:12.8,Wallet,Suspicious
T106353,C5164,7423.25,06:12.8,UPI,Completed
T106354,C5712,1394.29,06:12.8,Debit Card,Completed
T106355,C5970,204.72,06:12.8,Debit Card,Completed
T106356,C5453,21146.49,06:12.8,Debit Card,Suspicious
T106357,C1256,2080.99,06:12.8,Wallet,Completed
T106358,C2008,1869.63,06:12.8,Credit Card,Completed
T106359,C2756,11819.92,06:12.8,Credit Card,Completed
T106360,C3572,4398.59,06:12.8,Credit Card,Completed
T106361,C4909,1209.54,06:12.8,Credit Card,Completed
T106362,C3998,10995.46,06:12.8,Debit Card,Completed
T106363,C3804,25073.86,06:12.8,UPI,Suspicious
T106364,C4766,453.34,06:12.8,Debit Card,Completed
T106365,C5380,9911.63,06:12.8,UPI,Completed
T106366,C4384,2475.71,06:12.8,UPI,Completed
T106367,C1099,3712.45,06:12.8,Credit Card,Completed
T106368,C1197,12314.71,06:12.8,Net Banking,Completed
T106369,C3530,18130.31,06:12.8,Wallet,Completed
T106370,C1878,1520.17,06:12.8,Net Banking,Completed
T106371,C2869,1196.69,06:12.8,UPI,Completed
T106372,C3666,419.72,06:12.8,Net Banking,Completed
T106373,C2389,4125.37,06:12.8,UPI,Completed
T106374,C3416,68.49,06:12.8,Debit Card,Completed
T106375,C1570,2654.28,06:12.8,Debit Card,Completed
T106376,C3638,381.08,06:12.8,Credit Card,Completed
